ETC_20150317_000001	Kepa
ETC_20150918_014550	An diesem Ort ist die dröhnende Bombe bereits eingestellt!
ETC_20150918_014551	Du hast eine nicht explodierte Bombe gefunden!{nl}Sprich mit dem Pioniermeister, der dir so einiges über Bomben erzählen kann.
ETC_20150918_014552	Du hast eine nicht explodierte Bombe gefunden!{nl}Nutze den Werkzeugkasten, um die nicht explodierte Bombe zu entfernen
ETC_20150918_014553	Böser Gedankenstein
ETC_20150918_014554	Die Leiche des Gläubigen ist heruntergefallen.
ETC_20150918_014555	Sammeln
ETC_20150918_014556	Brennen
ETC_20150918_014557	Sprengstoff gefunden!
ETC_20150918_014558	Hilf dem Soldaten!
ETC_20150918_014559	Nach Ausrüstung suchen
ETC_20150918_014560	Du hast einen Brustschutz gefunden, den man noch gebrauchen kann!
ETC_20150918_014561	Du hast einen Speer gefunden, den man noch gebrauchen kann!
ETC_20150918_014562	Ein Monster ist erschienen!
ETC_20150918_014563	Lebende Dämonenkreatur erhalten!
ETC_20150918_014564	Stelle den Knochen ein, der von dämonischer Kraft durchdrungen ist.
ETC_20150918_014565	Knochen, der von dämonischer Energie durchdrungen ist.
ETC_20150918_014566	Symbol der Zurückhaltung verwenden
ETC_20150918_014567	Gehe ich zu den Göttinnen?
ETC_20150918_014568	Eulenskulptur aufstellen
ETC_20150918_014569	Die Eulenskulptur wurde aufgestellt
ETC_20150918_014570	Mercenary Higgs
ETC_20150918_014571	Schnell!
ETC_20150918_014572	Gut! Vielen Dank!
ETC_20150918_014573	x
ETC_20150918_014574	Alle Geräte wurden zurückgesetzt.
ETC_20150918_014575	Du hast nur bestimmte Geräte aktiviert.
ETC_20150918_014576	Der magische Kreis absorbiert die Vitalität des Monsters.
ETC_20150918_014577	Das magische Feld wurde mit magischer Kraft aufgeladen.
ETC_20150918_014578	Nach Steinen finden, um das Feuer anzuzünden
ETC_20150918_014579	Süßkartoffeln ausgraben
ETC_20150918_014580	Den Käfig anschauen
ETC_20150918_014581	Der Käfig ist kaputt.
ETC_20150918_014582	Mit einem Handmesser den Stamm des Baumes einritzen
ETC_20150918_014583	Du hast den Stamm des Baumes eingeritzt, um das Harz zu extrahieren.
ETC_20150918_014584	Es ist schwierig, das richtige Harz zu extrahieren, da die Schnitte kaum zu sehen sind.
ETC_20150918_014585	Harz extrahieren
ETC_20150918_014586	Nicht genügend Platz, um etwas zu schreiben.
ETC_20150918_014587	Du hast einen passenden Stein gefunden!{nl}Informiere Amanda
ETC_20150918_014588	Den Stein überprüfen
ETC_20150918_014589	Kraft
ETC_20150918_014590	Du hast ein Teil erhalten
ETC_20150918_014591	Wache!
ETC_20150918_014592	Eindringlinge!
ETC_20150918_014593	Lass ihn wissen, wo sich Dellus aufhält.
ETC_20150918_014594	Es gibt hier keine verwendbare Ausrüstung.
ETC_20150918_014595	Einige der Feld-Monster waren in einen Kampf verwickelt, du konntest sie also nicht beschwören.
ETC_20150918_014596	Erfolgreich entwendet!
ETC_20150918_014597	Gegenstände herstellen.
ETC_20150918_014598	Physischer Zweitangriff
ETC_20150918_014599	Magischer Zweitangriff
ETC_20150918_014600	Möchtest du diesen Benutzer blocken?
ETC_20150918_014601	Du kannst noch nicht auf "Gefällt mir" klicken.
ETC_20150918_014602	Anfrage für ein freundschaftliches Duell
ETC_20150918_014603	Nimmst du Anfrage von {Name} für ein freundschaftliches Duell an?
ETC_20150918_014604	Freundschaftliches Duell starten
ETC_20150918_014605	Der Feldanführer in dieser Region wurde besiegt!
ETC_20150918_014606	Du kannst aufgrund eines Fehlers nicht PvP in der aktuellen Karte teilnehmen.
ETC_20150918_014607	{Name} hat darum gebeten, der Gruppe beitreten zu dürfen.
ETC_20150918_014608	Möchtest du dieser Gruppe beitreten?
ETC_20150918_014609	Abwechselnd
ETC_20150918_014610	Zufällig
ETC_20150918_014611	Individuell
ETC_20150918_014612	Geteilt
ETC_20150918_014613	Ungeteilt
ETC_20150918_014614	Du hast für heute die Anzahl der Male, die du an einer Dungeoninstanz teilnehmen kannst, überschritten.
ETC_20150918_014615	Du erfüllst die Stufenanforderungen für diese Dungeoninstanz nicht.
ETC_20150918_014616	Besiege die heranstürmenden Matsums!
ETC_20150918_014617	Ein Schatzvubbe ist erschienen!
ETC_20150918_014618	Besiege die Monster in der Nähe!
ETC_20150918_014619	Die Wächter des Vertrags sind aufgetaucht!
ETC_20150918_014620	Lege die Bombe in dem geheimen Gang, während du die Vubbes abwehrst!
ETC_20150918_014621	Halte die Monster auf, die versuchen, die Siegelzeremonie zu stören!
ETC_20150918_014622	Trockenes Dornenwaldholz gefunden!
ETC_20150918_014623	Besiege den ominösen Geist!
ETC_20150918_014624	Besiege den Monsteranführer auf der 2. Etage des königlichen Mausoleums!
ETC_20150918_014625	Du hast den Köder erfolgreich getestet!
ETC_20150918_014626	Die Göttinnenstatue konnte nicht beschützt werden!
ETC_20150918_014627	Du hast dich bei dem Experiment mit der Narkose erfolgreich durchgeführt.
ETC_20150918_014628	Du hast die Steinwale erfolgreich besiegt!{nl}Yekub wird schwächer.
ETC_20150918_014629	Der Steinwal konnte nicht besiegt werden!{nl}Yekub wird stärker.
ETC_20150918_014630	Du hast Karapas erfolgreich besiegt!{nl}Yekub wird schwächer.
ETC_20150918_014631	Karapas konnte nicht besiegt werden!
ETC_20150918_014632	Die Statue der Göttin Vakarine konnte nicht geschützt werden!
ETC_20150918_014633	Es gibt nicht genügend Andenken der Geister!
ETC_20150918_014634	 Medakia wurde absorbiert!
ETC_20150918_014635	Du hast die Bombe gelegt!
ETC_20150918_014636	2. Besiege die hereinstürmenden Monster!
ETC_20150918_014637	Du hast das Training der Phalanx, das dich auf den echten Kampf vorbereitet, erfolgreich abgeschlossen!
ETC_20150918_014638	 wurde erfolgreich verfolgt!{nl}Zum Apsauga-Altar bringen
ETC_20150918_014639	 Phiole(n) Stumpenbaum-Harz extrahiert!
ETC_20150918_014640	Absorptionsschriftrolle wird verwendet
ETC_20150918_014641	In diesem Bereich kannst du die Monster nicht beschwören.
ETC_20150918_014642	In dieser Region kannst du diese Fertigkeit nicht einsetzen.
ETC_20150918_014643	Der Client wurde aufgrund eines Fehlers heruntergefahren. {nl}Wir entschuldigen uns für eventuelle Unannehmlichkeiten.{nl}Wenn du auf den Button [Ja] klickst, werden die Entwickler über diesen Fehler informiert.{nl}{nl} Folgende Informationen werden versandt: Fehlerkode, Informationen über CPU, VGA und den Speichertreiber.
ETC_20150918_014644	[Schurkenmeisterin]{nl}Gema
ETC_20150918_014645	[Gegenstandshändler]{nl}Muras
ETC_20150918_014646	[Ausrüstungshändler]{nl}Yorgis
ETC_20150918_014647	[Schmiedin]{nl}Anna
ETC_20150918_014648	[Marktverwalter]{nl}Molun
ETC_20150918_014649	[Lagerverwalter]{nl}Zadan
ETC_20150918_014650	Hinweistafel: Dungeon "Untergrundkatakomben"
ETC_20150918_014651	[Accessoirehändlerin]{nl}Joana
ETC_20150918_014652	Bombenkiste
ETC_20150918_014653	Underground Chapel Dungeon Notice Board
ETC_20150918_014654	Knackiger Grashaufen
ETC_20150918_014655	Eigentümerloses Grab
ETC_20150918_014656	Suspicious Device
ETC_20150918_014657	Gailus Legwyn
ETC_20150918_014658	Traveling Merchant 
ETC_20150918_014659	Geistergras
ETC_20150918_014660	Hinweistafel: Dungeon "Die gefallene Legwyn-Familie"
ETC_20150918_014661	Rith
ETC_20150918_014662	Hinweistafel: Erzmagierturm-Dungeon
ETC_20151001_014663	Blausparnashorn
ETC_20151001_014664	Lapemiter
ETC_20151001_014665	Lapezard
ETC_20151001_014666	Lapkämpfer
ETC_20151001_014667	Lapflammer
ETC_20151001_014668	Frettchenbogenschütze
ETC_20151001_014669	Frettchenhändler
ETC_20151001_014670	Frettchen
ETC_20151001_014671	Frettchenlader
ETC_20151001_014672	Frettchentrappler
ETC_20151001_014673	Frettchensucher
ETC_20151001_014674	Frettchenschleuder
ETC_20151001_014675	Frettchenverkäufer
ETC_20151001_014676	Lapemann
ETC_20151001_014677	Folge Alina
ETC_20151001_014678	Werwolf-Verfolger
ETC_20151001_014679	Kartas-Jäger Dullahan
ETC_20151001_014680	Ashaq-Untergrundgefängnis E1
ETC_20151001_014681	Ashaq-Untergrundgefängnis E2
ETC_20151001_014682	Ashaq-Untergrundgefängnis E3
ETC_20151001_014683	Rankenwald-Dungeon
ETC_20151001_014684	Dornenwald-Dungeon
ETC_20151001_014685	Zemyna, Göttin der Erde …
ETC_20151001_014686	Dachtest du wirklich, du könntest es mit mir aufnehmen?!
ETC_20151001_014687	Göttin, bitte verleih mir Kraft!
ETC_20151001_014688	Karls Seele wurde gefoltert.
ETC_20151001_014689	Zerstöre das heilige Relikt des Ordens!
ETC_20151001_014690	Besiege Margiris!
ETC_20151001_014691	Sie kommen!
ETC_20151001_014692	Margiris!
ETC_20151001_014693	Du hast unsere Gegner hierher gelockt …{nl}Du Narr!
ETC_20151001_014694	Wenn du die Schriftrolle der Stille verwendest, wird deine Umgebung ganz ruhig!{nl}Besiege den Gargoyle!
ETC_20151001_014695	Dort kannst du entfliehen!
ETC_20151001_014696	Der Versteinernde Frost explodiert.{nl}Bring dich in Sicherheit!
ETC_20151001_014697	Die Monster haben gespürt, dass jemand in der Nähe ist und kommen hieher!
ETC_20151001_014698	Aus der Kiste strömt schwach Versteinernder Frost!{nl}Besiege die Monster, um den Versteinernden Frost zu vermeiden!
ETC_20151001_014699	Das Geräusch des zerstörten Geisterkonzentrators lockt eine Menge Monster an!
ETC_20151001_014700	Jetzt ist alles in Ordnung, Grita!
ETC_20151001_014701	Ich hab dich!
ETC_20151001_014702	Du Narr!
ETC_20151001_014703	Hol dir das Mädchen!
ETC_20151001_014704	Ich werde den Offenbarer auf keinen Fall treffen!
ETC_20151001_014705	Village Priest
ETC_20151001_014706	Oh …
ETC_20151001_014707	S… Seltsamer Fremder!
ETC_20151001_014708	Ein Fremder ist gekommen, um uns zu retten!
ETC_20151001_014709	Minotaurus ist direkt erschienen, nachdem das Dämonen-Totem angeschaut wurde!
ETC_20151001_014710	Besiege den Minotaurus, der das Dämonen-Totem bewahrt!
ETC_20151001_014711	Dämonen-Totem
ETC_20151001_014712	Kristallperle der Göttin
ETC_20151001_014713	Der Dämonenfürst ist mit dem Mädchen verschwunden!
ETC_20151001_014714	Du nervst! Mensch!
ETC_20151001_014715	Besiegt den Trottel! 
ETC_20151001_014716	Besiegt die Dämonen-Verfolger!
ETC_20151001_014717	Ihr sturköpfigen Idioten!
ETC_20151001_014718	Achte auf Aline, bis Irmantas kommt!
ETC_20151001_014719	Besiegt den Werwolf-Verfolger!
ETC_20151001_014720	Besiegt die nahenden Dämonen!
ETC_20151001_014721	Ahh!
ETC_20151001_014722	Halte durch.{nl}Du wirst nicht überleben, wenn du nicht dagegen angehst!
ETC_20151001_014723	Es scheint, als ob mein Schicksal …{nl} hier endet.
ETC_20151001_014724	Beschütze Dämonenfürst Hauberk, während er sich wiedervereinigt.
ETC_20151001_014725	Besiege den Anführer zusammen mit Hauberk!
ETC_20151001_014726	Verdächtiges Gerät
ETC_20151001_014727	Komm heraus, du kannst dich nicht verstecken!
ETC_20151001_014728	Besiege die Kartas-Jäger!
ETC_20151001_014729	Diener der Familie Legwyn
ETC_20151001_014730	Achte auf den Kristall!
ETC_20151001_014731	Oh, nein, hilf uns!
ETC_20151001_014732	Was ist das für ein Rauch?
ETC_20151001_014733	Was ist am Altar geschehen?
ETC_20151001_014734	Fabijus! Komm mal kurz hier rüber!
ETC_20151001_014735	Kotzwürg, Weihwasser!
ETC_20151001_014736	Fabijus
ETC_20151001_014737	Lauf, Fabijus!
ETC_20151001_014738	Die Monster, die Kestas' Aufzeichnung gestohlen haben, kommen zurück!
ETC_20151001_014739	Priest Irma
ETC_20151001_014740	Es wird Zeit, zu gehen!
ETC_20151001_014741	Versiegelte Truhe
ETC_20151001_014742	Vorsicht!{nl}Die Monster kommen!
ETC_20151001_014743	Du hast dich wirklich angestrengt, danke!
ETC_20151001_014744	Zentrales Gerät des Magischen Kreises
ETC_20151001_014745	Die dröhnende Bombe ist explodiert.
ETC_20151001_014746	Begib dich zum königlichen Lager, um der Königswache zu folgen!
ETC_20151001_014747	Dieser Schrei … Ist das das Lager?
ETC_20151001_014748	Uff!
ETC_20151001_014749	Ob da wohl etwas Wertvolles unter den Gegenständen ist?
ETC_20151001_014750	Es sind nur Dokumente!
ETC_20151001_014751	Unbekannte Kiste
ETC_20151001_014752	Dämonen!
ETC_20151001_014753	Informiere Amanda über das, was du gerade gesehen hast.
ETC_20151001_014754	Wie erwartet … Der Verwalter ist die schwarze Kraft.
ETC_20151001_014755	Mit dem Monokular überprüfen
ETC_20151001_014756	Ruklys-Gerät
ETC_20151001_014757	Was?! Das kann nicht sein! Der magische Kreis …?
ETC_20151001_014758	Meine Kräfte … enden hier.
ETC_20151001_014759	Va-Vakarine!!!!
ETC_20151001_014760	Ich verfluche euch alle!!!
ETC_20151001_014761	Vorteile der Kedorlaomer-Händler
ETC_20151001_014762	Werbung: Tritt den Kedorlaomer-Händlern bei!{nl}Vorteil: Verbessert vorübergehend den Angriff und den magischen Angriff.
ETC_20151001_014763	Verstärkungs-Symbol für 2 Stunden angezeigt
ETC_20151001_014764	2 Stunden für "Rennen"
ETC_20151001_014765	Leiche
ETC_20151001_014766	Leiche gefallen!
ETC_20151001_014767	Geheimnisvolles Mädchen gefunden
ETC_20151001_014768	Benommenes Frettchen
ETC_20151001_014769	Du kannst dich nicht bewegen, weil dir schwindelig ist.
ETC_20151001_014770	{img emoticon_0022 30 30} Es tut mir leid!
ETC_20151001_014771	{img emoticon_0001 30 30} Danke
ETC_20151001_014772	{img emoticon_0002 30 30} Gut
ETC_20151001_014773	{img emoticon_0010 30 30} Überrascht
ETC_20151001_014774	{img emoticon_0016 30 30} Weinen
ETC_20151001_014775	{img emoticon_0007 30 30} Liebe
ETC_20151001_014776	{img emoticon_0006 30 30} Hallo
ETC_20151001_014777	Ein ausgewählter bedingter Satz sollte jederzeit wahr sein.
ETC_20151001_014778	Ein ausgewählter bedingter Satz sollte jederzeit wahr sein. Bitte beachte die folgenden Informationen:
ETC_20151001_014779	Ein ausgewählter bedingter Satz sollte jederzeit wahr sein. Beende das Programm.
ETC_20151001_014780	Tabelle konnte nicht zurückgesetzt werden. Bitte beachte das vorherige Protokoll über die folgenden Informationen und den Fehler beim Laden von Dateien.
ETC_20151001_014781	Server konnte nicht zurückgesetzt werden. Beende das Programm.
ETC_20151001_014782	Nexon AuthCheck ist ausgefallen. Bitte überprüfe die Fehlercodetabelle, die dem Fehlercode von authCheck.h entspricht.
ETC_20151001_014783	Das folgende Fehlerprotokoll wurde an den Client geschickt.
ETC_20151001_014784	Der Speicher konnte nicht binär zugewiesen werden. Bitte überprüfen Sie die angegebene Größe der Binärdatei.
ETC_20151001_014785	Es ist ein Paketpufferüberlauf aufgetreten.
ETC_20151001_014786	Bestehende Objekte wurden gelöscht, da die GUID ein Duplikat ist.
ETC_20151001_014787	Es konnte kein Gegenstand in dem Inventar gefunden werden!
ETC_20151001_014788	Diese Client-Klasse gibt es bereits.
ETC_20151001_014789	Diese Client-Klasse gibt es noch nicht.
ETC_20151001_014790	Ungültige Slot-ID
ETC_20151001_014791	Falscher Ausrüst-Slot
ETC_20151001_014792	Du hast versucht, zu viele Gegenstände in das Auktionshaus zu bringen.
ETC_20151001_014793	Die Auktionshaus-Logik hat einen Fehler ausgegeben.
ETC_20151001_014794	IES-Objekt konnte nicht erstellt werden.
ETC_20151001_014795	Die GUID des IES-Objekts wurde dupliziert.
ETC_20151001_014796	Kasernen-SC konnte nicht geladen werden. Bitte überprüfe die eingegebenen Informationen.
ETC_20151001_014797	Die Eigenschaft konnte nicht im IES-Objekt gespeichert werden.
ETC_20151001_014798	Es wurde versucht, auf das Briefformular mit der Eigenschaft "Zahlenformular" zuzugreifen.
ETC_20151001_014799	Es wurde versucht, auf die Zahlenformular mit der Eigenschaft "Briefformular" zuzugreifen.
ETC_20151001_014800	Invalid coordinates. Failed to create Path Agent.
ETC_20151001_014801	Invalid handle.
ETC_20151001_014802	The chatting group does not exist.
ETC_20151001_014803	Failed to Decompress the Packet data.
ETC_20151001_014804	Failed to set property of the IES object.
ETC_20151001_014805	Attempted to use the zombie object.
ETC_20151001_014806	Call Stack to be set up recording on a cycle. Please refer to the different log information saved at the same time.
ETC_20151001_014807	Failed to reset Nexon SSO.
ETC_20151001_014808	Failed to reset the library. Please refer to the previous log about the following information and file load failure.
ETC_20151001_014809	Failed to allocate memory.
ETC_20151001_014810	A mission room-related error has occurred. Please check the following information.
ETC_20151001_014811	Failed the FMOD sound-related settings.
ETC_20151001_014812	Received unknown Packet. Did you receive zone Packet on barrack mode or Barrack Packet on normal mode?
ETC_20151001_014813	Failed to reset table.
ETC_20151001_014814	It is not existss IES. Please check the xml file containing the correspond ipspace and call process.
ETC_20151001_014815	It is not class in the IES. Check the xml file containing the information.
ETC_20151001_014816	Failed to load the correspondence file.
ETC_20151001_014817	Failed to save the correspondence file.
ETC_20151001_014818	The correspondence file is wrong.
ETC_20151001_014819	The nation setting is wrong. Please check the server_config.xml.
ETC_20151001_014820	IES object's ClassID is duplicated. Please check the xml file containing the correspondence information.
ETC_20151001_014821	IES object's ClassName is duplicated. Please check the xml file containing the correspondence information.
ETC_20151001_014822	Failed to load the appointed class. Please check the xml file containing the correspondence information.
ETC_20151001_014823	Can't find the appointed idspace. Please check the xml file containing the correspondence information.
ETC_20151001_014824	It is a wrong stanc type.
ETC_20151001_014825	It is not exists class in the correspondenc table. Please check the xml file containing the relevant information.
ETC_20151001_014826	Can't find the relevant information from object's client property. Please check the property name.
ETC_20151001_014827	Can't load the relevant property. Please check the whether load the xml declared IES class from server or there existss the revelant property inside of xml.
ETC_20151001_014828	Failed to the initialization regarding the connection information between maps. Please check the PhysicalLinkZone Column in map.xml.
ETC_20151001_014829	Failed to read the relevant xml file. Please check the xml file whether normal or not.
ETC_20151001_014830	Failed to read the relevant xml file. idSpace must be exists. Please check the xml file whether normal or not.
ETC_20151001_014831	Failed to check the data version of client. Please check the game path, ipf file path and file name.
ETC_20151001_014832	Failed to check the source verion of client. Please check the release.revision.txt file.
ETC_20151001_014833	Failed to load the client option. Please check the path and information on client.xml, user.xml, patch//updater.config.xml and staticConfig.
ETC_20151001_014834	Failed to check the patch url. Please check the client.xml.
ETC_20151001_014835	Can't bring the relevant class' model.
ETC_20151001_014836	Can't bring the relevant font. Please check the whether it is listed on fonts.xml or not.
ETC_20151001_014837	A reading file and current colMesh's version is different.
ETC_20151001_014838	There are no monster's Option.xml. Can't play the dead effect.
ETC_20151001_014839	There are no monster's dead effect.
ETC_20151001_014840	Unable to find the bit map. is it a image listed on baseskinset.xml?
ETC_20151001_014841	Unable to find the animation data.
ETC_20151001_014842	Failed to set Actor Part up. It is a not declared action count.
ETC_20151001_014843	Main thread is unable to stop the sleep, tx. Please check the relevant function.
ETC_20151001_014844	Error happened on Lua Script. Please check the error message.
ETC_20151001_014845	Unable to find the appointed Lua script function. Please check the function name.
ETC_20151001_014846	Failed to run the appointed Lua script function. Please check the function contents.
ETC_20151001_014847	The mission script type is wrong.
ETC_20151001_014848	Failed to bring the IES property value formed CP. Please check the whether it's running or not.
ETC_20151001_014849	Failed to connect to the Mongo DB.
ETC_20151001_014850	Failed to create the NetStream. Is it correrct ip?
ETC_20151001_014851	Received incorrect Packet. It seems a Packet Hacking.
ETC_20151001_014852	You received a time-out before fully receiving the Packet.
ETC_20151001_014853	Your connection is disconnected because of a time-out.
ETC_20151001_014854	Unable to access the zone. Please check the map and channel is correct or server is on.
ETC_20151001_014855	Failed to add the Accept Handler.
ETC_20151001_014856	Failed to the Network setting. Please check the server is on and the information is correct.
ETC_20151001_014857	Failed to access the Barrack Server. Please check the server is on and the information is correct.
ETC_20151001_014858	Disconnected the NetStream.
ETC_20151001_014859	Failed to the WorldTable setting. Please check the WorldTable, DB Table and OCBT setting.
ETC_20151001_014860	Unable to find the appointed SID in the WorldTable.
ETC_20151001_014861	Unable to find the zone information of appointed name in the WorldTable.
ETC_20151001_014862	DB error happended. Please check the follow information.
ETC_20151001_014863	Failed to reset the Redis DB. Please check the WorldTable to have the correct information.
ETC_20151001_014864	Unable to find the property of IES object that match the classkey read from DB.
ETC_20151001_014865	DSN file is incorrect. Please check the serverDB.int file is exists and the information.
ETC_20151001_014866	Information of ID, PW to connect DB is incorrect. Please check the server.int is exists and the information.
ETC_20151001_014867	Failed to create the field boss creation. Unable to find the server and zone from the mapID.
ETC_20151001_014868	The error related with Redis server happened. Please check the error message.
ETC_20151001_014869	Failed to the running SP. Please check the SP information and error code.
ETC_20151001_014870	The command line parameter is incorrect. Please check the information of program bath file.
ETC_20151001_014871	Der Client wurde aufgrund eines Display-Treiberfehlers heruntergefahren. Please contact the manufacturer for assistance.
ETC_20151001_014872	Failed to initialize Nvidia Perf SDK.
ETC_20151001_014873	The error from Sign Code module happened. Please refer to the printed error code.
ETC_20151001_014874	The log is still not declared the error code.
ETC_20151001_014875	Frame Drop
ETC_20151001_014876	File Reloaded
ETC_20151001_014877	Transferred Packet Log
ETC_20151001_014878	Received Packet Log
ETC_20151001_014879	Incorrect value. Please refer to the following information.
ETC_20151001_014880	Developmental Information
ETC_20151001_014881	Lager des Königreichs
ETC_20151001_014882	Kleiner Platz von Leima
ETC_20151001_014883	Kirchturm vom Mailruma
ETC_20151001_014884	Einsturzstelle von Nucisto
ETC_20151001_014885	Offiziershaus
ETC_20151001_014886	Kühlemulde-Pfad
ETC_20151001_014887	Wasserlauf von Vitina
ETC_20151001_014888	Kaserne
ETC_20151001_014889	Überschwemmter Pfad
ETC_20151001_014890	Leeres Udringal-Grundstück
ETC_20151001_014891	Magischer Kreis von Romuva
ETC_20151001_014892	Stati-Hang
ETC_20151001_014893	Uzali-Kreuzung
ETC_20151001_014894	Tinaga-Stein
ETC_20151001_014895	Magischer Kreis von Neres
ETC_20151001_014896	Leeres Silta-Grundstück
ETC_20151001_014897	Leeres Gehima-Grundstück
ETC_20151001_014898	Lagerplatz
ETC_20151001_014899	Skaika-Versorgungsroute
ETC_20151001_014900	Erster Arbeitsplatz des Almol
ETC_20151001_014901	Büro der Arbeitsverwaltung
ETC_20151001_014902	Ulksh-Lager
ETC_20151001_014903	Zweiter Arbeitsplatz des Almol
ETC_20151001_014904	Klippe von Nubarsk
ETC_20151001_014905	Rastplatz von Paumeti
ETC_20151001_014906	Leeres Guoda-Grundstück
ETC_20151001_014907	Ruda-Pfad
ETC_20151001_014908	Spasta-Lichtung
ETC_20151001_014909	Kauselle-Platz
ETC_20151001_014910	Grab von Pielgriz
ETC_20151001_014911	Alzere-Kreuzung
ETC_20151001_014912	Fiskavi-Ebene
ETC_20151001_014913	Vadova-Straße
ETC_20151001_014914	Wildnis von Silaisvin
ETC_20151001_014915	Raukyti-Hang
ETC_20151001_014916	Apgaudin-Kreuzung
ETC_20151001_014917	Grab von Mires
ETC_20151001_014918	Mochia-Felder
ETC_20151001_014919	Flussbank von Kruva
ETC_20151001_014920	Rastplatz von Galvota
ETC_20151001_014921	Zauberpuppen beschwören
ETC_20151001_014922	Kerze 02
ETC_20151001_014923	Uraltes Gerät 01
ETC_20151001_014924	Engelsstatue 01
ETC_20151001_014925	Rissiges Land
ETC_20151001_014926	Kristalllicht
ETC_20151001_014927	Pilgerzaun
ETC_20151001_014928	Ablasshändler Erikas
ETC_20151001_014929	Diener der Familie Legwyn 1
ETC_20151001_014930	Diener der Familie Legwyn 2
ETC_20151001_014931	Diener der Familie Legwyn 3
ETC_20151001_014932	Steinmauer 01
ETC_20151001_014933	Steinmauer 02
ETC_20151001_014934	Geisterkonzentrator 1
ETC_20151001_014935	Geisterkonzentrator 2
ETC_20151001_014936	Schattenloser NPC_Tall
ETC_20151001_014937	Historiker 01
ETC_20151001_014938	Historiker 02
ETC_20151001_014939	Historiker 03
ETC_20151001_014940	Historiker 04
ETC_20151001_014941	Historikerin 02
ETC_20151001_014942	Rock_Pilgrims Weg
ETC_20151001_014943	Pilgerin 02
ETC_20151001_014944	Pilgerin 03
ETC_20151001_014945	Monsterfalle am Weg des Pilgers
ETC_20151001_014946	Leere Wagon_Coastal-Festung
ETC_20151001_014947	Aktivierungsgerät des magischen Kreises der Hochebene
ETC_20151001_014948	Produktionsranke 2
ETC_20151001_014949	Aktivierungsgerät des magischen Kreises der Hochebene
ETC_20151001_014950	Schwarzer Stein
ETC_20151001_014951	Kaputte Stange
ETC_20151001_014952	Wasserrutschenschiff
ETC_20151001_014953	Riesenfrucht Forest_Elevator
ETC_20151001_014954	Fruchtschiff
ETC_20151001_014955	Wasserlauftor
ETC_20151001_014956	Druid Leja
ETC_20151001_014957	Druid Benes
ETC_20151001_014958	Dievdirbys
ETC_20151001_014959	Nonne 1
ETC_20151001_014960	Nonne 2
ETC_20151001_014961	Schwein
ETC_20151001_014962	Kleiner Panda
ETC_20151001_014963	Gib Ruklys' Dokumente weiter.
ETC_20151001_014964	Die fliegenden Monster mithilfe des Futters zähmen
ETC_20151001_014965	Die Sachen überreichen, indem du das Kontaktpasswort nennst
ETC_20151001_014966	Die Dämonen besiegen, die von dem Leuchtsignal angelockt wurden
ETC_20151001_014967	Die Dämonen mit der Leuchtsignalfalle anlocken
ETC_20151001_014968	Alina zu Irmantas eskortieren
ETC_20151001_014969	Das schwarze und das blaue Kraut im Grünzeug finden
ETC_20151001_014970	Magie neutralisieren
ETC_20151001_014971	Hauberk beschützen, während er sich wiedervereinigt 
ETC_20151001_014972	Seelenduft einsammeln
ETC_20151001_014973	Zu Knappe Williya zurückkehren
ETC_20151001_014974	Nur am vereinbarten Altar zu aktivieren
ETC_20151001_014975	Den wiederbelebten Kadaver einäschern
ETC_20151001_014976	Die magische Puppe des Grabhüters aus der Truhe des Grabhüters ziehen
ETC_20151001_014977	Nach einer Spur des Mädchens suchen
ETC_20151001_014978	Den Korb finden, der frische Lebensmittel enthält
ETC_20151001_014979	Die frischen Lebensmittel verschmutzen
ETC_20151001_014980	Das Verhalten der Frettchen beobachten
ETC_20151001_014981	Die Spuren des geheimnisvollen Mädchens finden
ETC_20151001_014982	Das Donnerkraut besorgen, um eine dröhnende Bombe zu bauen
ETC_20151001_014983	Die dröhnende Bombe im Gang der oberen Ebene platzieren
ETC_20151001_014984	Die dröhnende Bombe unter dem Sammelbereich platzieren
ETC_20151001_014985	Zusammen mit Amanda zum Truppenübungsplatz begeben, ohne dass ihr von der königlichen Armeewache erwischt werdet
ETC_20151001_014986	Nutzbare Ausrüstung einsammeln
ETC_20151001_014987	Die Seelen bringen
ETC_20151001_014988	Die Ersatzteile für die Reparatur finden
ETC_20151001_014989	Genug Teile des Steins einsammeln, um die Inschrift anfertigen zu können
ETC_20151001_014990	Ein Rückzugssignal geben, indem du das Horn bläst
ETC_20151001_014991	Die Voodoo-Puppe verbrennen
ETC_20151001_014992	Den Versteinernden Frost verlassen und dich an einen sicheren Ort begeben
ETC_20151001_014993	Das Versteinerungsgerät am Dock überprüfen
ETC_20151001_014994	Das Versteinerungsgerät am Posten der Küstenwache überprüfen
ETC_20151001_014995	Das Versteinerungsgerät an der Skida-Bastion überprüfen
ETC_20151001_014996	Das Versteinerungsgerät an der Avansa-Halle überprüfen
ETC_20151001_014997	Nach einer Spur der Unterstützungssoldaten suchen
ETC_20151001_014998	Den letzten Atem der versteinerten Monster besorgen
ETC_20151001_014999	Den Barrierestein mit dem letzten Atem zerstören
ETC_20151001_015000	Den Zünder von den Monstern besorgen
ETC_20151001_015001	Die Säule vor den Monstern beschützen
ETC_20151001_015002	Die richtige Zahl ins Chatfenster eingeben
ETC_20151001_015003	Jemandes Aufzeichnung (3)
ETC_20151001_015004	Das glänzende Moos einsammeln
