QUEST_LV_0100_20150317_000001	Sentinel
QUEST_LV_0100_20150317_000631	Our Guardians are under their control and are carrying out their tasks.{nl}This is our failure.
QUEST_LV_0100_20150317_000632	The evil presence has also corrupted the source of our magical power, the stone lanterns.{nl}Destroy the corrupted stone lanterns to stop the spread of corruption.
QUEST_LV_0100_20150317_000633	The evil energy is pervading the Royal Mausoleum.{nl}We can no longer remain idle.
QUEST_LV_0100_20150317_000634	Perhaps this place will no longer be corrupted from now on.
QUEST_LV_0100_20150317_000635	Royal Mausoleum Archives
QUEST_LV_0100_20150317_000636	A Wheelen's Mark gives us power to face against the forces of evil..
QUEST_LV_0100_20150317_000637	Venucelos are very brave and loyal.{nl}But, if their loyalty is to the enemies, they are worthless.{nl}The dogs who can't protect the Royal Mausoleum will lose the leash with the king's name on it.
QUEST_LV_0100_20150317_000638	Great King Zachariel was proud to create the gigantic Guardians.{nl}He even put secret treasures inside of them, so that only the one who destroys these {nl}Guardians could get them.
QUEST_LV_0100_20150317_000639	The forces of evil will never reach the goddess' revelation.
QUEST_LV_0100_20150317_000640	Coben
QUEST_LV_0100_20150317_000641	I am looking for my brother.{nl}If you can help me, I may give you a reward.
QUEST_LV_0100_20150317_000642	He was a really fantastic person.{nl}I can't imagine myself being like him.
QUEST_LV_0100_20150317_000643	Something is between the pages of this diary.{nl}A blueprint.. and oh, my brother had recorded a few things here.
QUEST_LV_0100_20150317_000644	I came here to look for my brother, but I am not as brave as he is.{nl}I want you to take a look at his monuments' writing on my behalf.
QUEST_LV_0100_20150317_000645	Yes. My brother is a thief.{nl}My brother used to come to our shop once in a few years and tell us stories about his adventures.
QUEST_LV_0100_20150317_000646	So he challenged the great Mage Tower?{nl}That's my brother! He could certainly do that.{nl}
QUEST_LV_0100_20150317_000647	The Mage Tower was a fortress that demons could not even try to approach.
QUEST_LV_0100_20150317_000648	We should look for the next monument.{nl}If the writing can't be seen clearly, rub it with Cockatrice Fat.
QUEST_LV_0100_20150317_000649	Mage Tower... Is there anything to steal there?
QUEST_LV_0100_20150317_000650	Yes! He would not stop at stealing from the Mage Tower.{nl}I will go to Negyvas Field first so follow me!
QUEST_LV_0100_20150317_000651	You came. The next monument is in front of me, but I am just a drunken coward.{nl}I will stay at the road on the left side of Negyvas Field so you go and check it.
QUEST_LV_0100_20150317_000652	It is a shame to look back once a man starts his journey.{nl}My brother would rather choose to die than look back.
QUEST_LV_0100_20150317_000653	How could he even think of using magic against the Archmage?{nl}That's my brother.{nl}
QUEST_LV_0100_20150317_000654	We should check by rubbing Hallowventer Charcoal.{nl}The next monument is at the right side of Negyvas Field.
QUEST_LV_0100_20150317_000655	He will do anything he sets his mind to.{nl}How could we have imagined that he could climb into the Mage Tower which even the demons {nl}failed to climb?
QUEST_LV_0100_20150317_000656	You have to concentrate magic power?{nl}Ah! My brother left me something before.{nl}I brought it to give it back to him, but I don't know if it's right...
QUEST_LV_0100_20150317_000657	My brother told me that it is a device that will charge magic power when it is installed at the {nl}right place. But he also told me that it could summon a strong monster so he said to to be careful.
QUEST_LV_0100_20150317_000658	The Mage Tower should let us enter it without any complaints.{nl}If I could find my brother with this... It will be so good.{nl}
QUEST_LV_0100_20150317_000659	Yes. The monument, the monument...{nl}There is only one place left which I haven't been to. Follow me to the Karsta Hall Site.
QUEST_LV_0100_20150317_000660	Soon I can meet my brother.{nl}Please check the last monument.
QUEST_LV_0100_20150317_000661	His mind must have been like mine here.{nl}A famous name can be a burden sometimes.
QUEST_LV_0100_20150317_000662	I am sure that my brother stood still even when he was confronting his death.{nl}But, even if we are in mud, living is more meaningful than dying..{nl}
QUEST_LV_0100_20150317_000663	I don't need this anymore.{nl}Take it. Please use it for more valuable goals.
QUEST_LV_0100_20150317_000664	So what should I do?{nl}
QUEST_LV_0100_20150317_000665	I will fight fire with fire.{nl}I will find the magician's weakness using magic and humiliate her in her own tower. Haha!
QUEST_LV_0100_20150317_000666	Stonemason Canolyn
QUEST_LV_0100_20150317_000667	Are you going to Fedimian as well?{nl}We are stonemasons. We were called to rebuild Fedimian and were hurrying over there but..{nl}
QUEST_LV_0100_20150317_000668	As you can see, we can't reach Fedimian even thought it is right in front of us, {nl}but those Cockatrices are a problem for us.{nl}Do you think you could take care of them for us?
QUEST_LV_0100_20150317_000669	There is no reason for those monsters to be walking around. {nl}They are just there.
QUEST_LV_0100_20150317_000670	Hey, why did you take so long?{nl}While you were gone, the monsters came and stole everything from us!
QUEST_LV_0100_20150317_000671	We can reimburse for the expenses for others, but what about the tool box? {nl}We lost Sprit of Stonemason to Moa.. 
QUEST_LV_0100_20150317_000672	I guess it's true, all things with wings like shiny things.
QUEST_LV_0100_20150317_000673	The toolbox wasn't there?{nl}Well. We can't do anything about it then. At least I can say we got our revenge on it.{nl}
QUEST_LV_0100_20150317_000674	Tara Miles
QUEST_LV_0100_20150317_000675	I'm a doctor who came to help patients in Fedimian.{nl}I have some problems, can you help me?
QUEST_LV_0100_20150317_000676	There's a sign of plague within those monster's trap.{nl}Fortunately, I think it's not too serious.{nl}
QUEST_LV_0100_20150317_000677	Okay.{nl}Let's talk again at Negyvas Field.
QUEST_LV_0100_20150317_000678	You came. Please get some dust samples from the Hallowventers.{nl}There are many reasons that a plague could spread.
QUEST_LV_0100_20150317_000679	It is important to cure diseases, but it is more important to prevent it in the first place.{nl}You wash your hands all the time, right?
QUEST_LV_0100_20150317_000680	Thank you.{nl}We just need one more sample.
QUEST_LV_0100_20150317_000681	This is an opportunity for us. The Big Cockatrices are suffering from a disease.{nl}Please get enough tails from them to use for our research.
QUEST_LV_0100_20150317_000682	Even if we fail at preventing the disease, we should be able to quickly make a medicine with{nl}our research results.
QUEST_LV_0100_20150317_000683	You got them. Thank you so much.{nl}You've saved many lives in Fedimian.
QUEST_LV_0100_20150317_000684	We can suppress the vicious energy if the magic of the tomb gets unleashed.{nl}I need the activating stone that is located inside the Guardians.
QUEST_LV_0100_20150317_000685	Secret Location Manual
QUEST_LV_0100_20150317_000686	We hid the secret treasures for the Revelator who would come someday.{nl}Find and absorb the Guardians' hidden energy to open the secret door.
QUEST_LV_0100_20150317_000687	The hideout of my brother, whom I used to serve, is located at the Abandoned Farm up north.{nl}Please get my brother's diary there.
QUEST_LV_0100_20150317_000688	Grita
QUEST_LV_0100_20150317_000689	It seems that there are more monsters here now compared to the number monsters that were {nl}present before I lost my consciousness. Did something happen to Gabija?
QUEST_LV_0100_20150317_000690	It may be better for Gabija to let her know that we are here.{nl}There's a pole that we can ignite light on. Let's go.
QUEST_LV_0100_20150317_000691	Good. Since she knows that we came, she will recover her health.{nl}Let's go up to see Gabija.{nl}{nl}
QUEST_LV_0100_20150317_000692	Guardian of the Royal Family's Secret Treasure
QUEST_LV_0100_20150317_000693	You are qualified to receive the secret treasure.
QUEST_LV_0100_20150317_000694	Denoptic is trying to control the defiled Guardians.{nl}Defeat him so that the Guardians will no longer be manipulated.
QUEST_LV_0100_20150317_000695	The magic regulator of the Royal Mausoleum can be destroyed {nl}using the activating stones found inside the Guardians.{nl}The regulatory magic of the Royal Mausoleum will {nl}then be released and will suppress the evil energy.
QUEST_LV_0100_20150317_000696	This evil presence left only names of the demons to the Guardians.{nl}The Guardians will destroy the Royal Mausoleum without knowing that the Revelator is here.{nl}
QUEST_LV_0100_20150317_000697	Stop Bearkaras, the final Guardian, before it destroys the Royal Mausoleum.
QUEST_LV_0100_20150317_000698	Stop Bearkaras, the final Guardian, before it destroys the Royal Mausoleum.{nl}
QUEST_LV_0100_20150317_000699	I thank you in the name of the goddesses!{nl}First, I'd like to request that you take care of the unsanitary Cockatrices that carry diseases.
QUEST_LV_0100_20150317_000700	This monster is called a Moa. {nl}It ran away to the Leipsna Chapel Site to the west.{nl}
QUEST_LV_0100_20150317_000701	The Royal Mausoleum Magic Regulator can be destroyed, {nl}while the Activation Stone is being powered.{nl}The Activation Stone can be powered again through the{nl}Royal Mausoleum Regulatory Magic Manual.
QUEST_LV_0100_20150317_000702	Did Laima know that the world would turn out like this?{nl}She is the goddess of fate and foresight.
QUEST_LV_0100_20150317_000703	It would not be strange if the world ended tomorrow.{nl}However, I just want to know. Why the goddesses disappeared...
QUEST_LV_0100_20150317_000704	Press {Img F1 40 40} to use your remaining Status Points on the status you want to enhance.{nl}
QUEST_LV_0100_20150317_000705	Press {Img F10 40 40} to open the Help menu for more information.
QUEST_LV_0100_20150317_000706	Press {Img F3 40 40} to open the Skill window.{nl}Use your Skill Points on the skills you want to enhance, then click on 'O' to confirm. {nl}
QUEST_LV_0100_20150317_000707	Find and offer worship to all the Goddess Statues scattered around the world while you travel. You will surely be compensated for doing so. {nl}
QUEST_LV_0100_20150317_000708	Press {Img F10 40 40} to open the Help window for more information.
QUEST_LV_0100_20150317_000709	The other troops are fighting at the Miners' Village and we are blocking the monsters from{nl}coming though here. I don't think the Vubbes are smart enough to make use of tactics... {nl}though I am concerned about that.
QUEST_LV_0100_20150317_000710	We have problems here, but I'm just as worried about the other troops fighting in the {nl}Miners' Village. Normally, they should have cleaning up by now.
QUEST_LV_0100_20150317_000711	Watcher Gilbert
QUEST_LV_0100_20150317_000712	It's the Pantos again. {nl}They even stole the working parts. {nl}Well then, we've got to take them back, right?
QUEST_LV_0100_20150317_000713	I could handle it myself. {nl}Those weaklings would come trembling on their knees to return the parts. {nl}But what if more thieves come while I'm at it?
QUEST_LV_0100_20150317_000714	Well done. {nl}Now attach this and grease it, then it should work correctly. 
QUEST_LV_0100_20150317_000715	The Pantos hid some parts in the grasslands of Mieguista Slope. {nl}Try to get me those for the time being since it's urgent.
QUEST_LV_0100_20150317_000716	The Pantos think the grassland hides everything. {nl}I used to find that cute about them.
QUEST_LV_0100_20150317_000717	Watcher Matthew
QUEST_LV_0100_20150317_000718	I am looking for cable car parts, but I can't seem to find any. {nl}Maybe the Zignuts at Nepavy Grassland swallowed them. {nl}
QUEST_LV_0100_20150317_000719	If your looking for the Paladin Master, he's at Leaf Veil Plateau.{nl}You can get there through the cable car.{nl}
QUEST_LV_0100_20150317_000720	I want to go destroy those demons, but...{nl}the cable car hasn't been working right, so I need to work on fixing it.
QUEST_LV_0100_20150317_000721	If it wasn't for me, uncle Gilbert would have been going around looking through this huge area. {nl}I am really worried.
QUEST_LV_0100_20150317_000722	This is a sacred land which we have served for generations. {nl}We used to hold prayer and important meetings here whenever there was a disaster. {nl}
QUEST_LV_0100_20150317_000723	But the land has been like this ever since it fell to evil energy four years ago. {nl}I guess the elders couldn't have helped it either.
QUEST_LV_0100_20150317_000724	In the past, this cable car was just a rope with a basket. {nl}You had to put your life on the line whenever you crossed it. {nl}
QUEST_LV_0100_20150317_000725	So I traveled to Klaipeda and learned the skills to create it myself. {nl}I have to start looking for a successor, but Matthew doesn't seem interested.
QUEST_LV_0100_20150317_000726	Watcher Basil
QUEST_LV_0100_20150317_000727	The Shaman Doll is to be filled with Mushcaria's Enchanted Mane. {nl}The Mushcaria should be in the Tustanti Plateau, can you get its mane for me?
QUEST_LV_0100_20150317_000728	They used to be considered mysterious creatures, worthy of respect. {nl}But nowadays you just go a few steps outside town and they are everywhere, preying on people.
QUEST_LV_0100_20150317_000729	I forgot that Mushcaria was still alive. {nl}Anyway, you did a good job.
QUEST_LV_0100_20150317_000730	There is enough time, so go meet with Follower Algis first.
QUEST_LV_0100_20150317_000731	I am about to head down this path to the church. {nl}Our Paladin friend likes the word 'if' a lot. {nl}
QUEST_LV_0100_20150317_000732	If our mission goes as planned, then we will have no need to meet again. {nl}Well, it sounds like it would be unpleasant to meet you again, haha.
QUEST_LV_0100_20150317_000733	Watcher Allen
QUEST_LV_0100_20150317_000734	The barrier that used to stop the demons at Mazas Rest Place is broken. {nl}I want to fix it, could you lend me your help?
QUEST_LV_0100_20150317_000735	The barrier was made a long time ago. {nl}And I failed to protect it, what do I tell our ancestors?
QUEST_LV_0100_20150317_000736	I'm pretty dull and unsure on fixing the barrier, so could you inform to Kayetonas about it?
QUEST_LV_0100_20150317_000737	Follower Kayetonas
QUEST_LV_0100_20150317_000738	No wonder. I was bewildered when the demons suddenly appeared out of nowhere. {nl}I better let my brothers know about this. Thank you.
QUEST_LV_0100_20150317_000739	Watcher Kenneth
QUEST_LV_0100_20150317_000740	You can't let your guard down just because the Demon Summoning Circles are gone. {nl}We don't even know what caused them to appear in the first place. {nl}
QUEST_LV_0100_20150317_000741	Anyway, please inform Kayetonas at Flower Greeting Hill about this.
QUEST_LV_0100_20150317_000742	It might be a bit extreme, but I'm thinking about eradicating all the demon's souls.{nl}
QUEST_LV_0100_20150317_000743	After you soften the demons up a bit, use the seal's power to draw their souls out.{nl}Then you get rid of the souls. Would you like to give it a try?
QUEST_LV_0100_20150317_000744	It'd be better defeat the severed souls quickly. {nl}Wouldn't it be scary to see them come back to life?
QUEST_LV_0100_20150317_000745	Honestly, I had my doubts, but it seems to be working? {nl}Please let Kayetonas know about this. {nl}I think he will be pleased, he is in Flower Greeting Hill.
QUEST_LV_0100_20150317_000746	Now, I think I can live. {nl}We have to keep it up and stop the demons. {nl}Please tell Kayetonas that protecting this place isn't easy.
QUEST_LV_0100_20150317_000747	The demons are very strong.{nl}I will protect this place to block those demons.
QUEST_LV_0100_20150317_000748	Welcome, I'm glad to see that you've had a safe journey here. {nl}Before anything else, there are things about this place that the Revelator should know. {nl}
QUEST_LV_0100_20150317_000749	My old friend, Algis, will explain. Please listen to him.
QUEST_LV_0100_20150317_000750	I can see the monsters clearly from up here.{nl}We may get surrounded by them soon.
QUEST_LV_0100_20150317_000751	The pieces of the destroyed barrier are scattered at Mazas Rest Place. {nl}Collect them and give them to Kayetonas at Flower Greeting Hill. {nl}
QUEST_LV_0100_20150317_000752	My poor deceased father would be happy if he knew I became a Watcher.{nl}But, I've already made a mistake.
QUEST_LV_0100_20150317_000753	We can say it's peaceful for now. For now.
QUEST_LV_0100_20150317_000754	They say that it's one of the devices prepared by the first Paladin against a demon invasion.{nl}There are several of those devices so that Emerald Bluffs is completely covered.
QUEST_LV_0100_20150317_000755	If any Watchers are struggling with the barriers, I'd like you to help them.
QUEST_LV_0100_20150317_000756	I heard that the plan failed. {nl}I guess we have to do something before Gesti recovers.
QUEST_LV_0100_20150317_000757	Watcher Erra
QUEST_LV_0100_20150317_000758	What if one of those flowers suddenly bit you?{nl}They may look beautiful to you, but I don't just see them as beautiful.
QUEST_LV_0100_20150317_000759	I need the sap of Nepenthes, but it's not awake.{nl}I have no way to collect the sap if it doesn't wake up.{nl}
QUEST_LV_0100_20150317_000760	That's why I am thinking about setting fire.{nl}I hope you collect the fats by defeating Malidus.
QUEST_LV_0100_20150317_000761	Follower Rikke
QUEST_LV_0100_20150317_000762	The elders gave me many charms that will help me fend off the demons.{nl}I hope they help.
QUEST_LV_0100_20150317_000763	Those elders don't have any sense of reality.{nl}We should have gone to the church instead of those Paladins.
QUEST_LV_0100_20150317_000764	Good, good.{nl}Let's see if it can resist waking up.
QUEST_LV_0100_20150317_000765	Let's wake up the Nepenthes at Piene Field by burning it with this fat.{nl}The fluids will be of no use if they spoil, so we need to extract them while it's alive.
QUEST_LV_0100_20150317_000766	Only a person like me can handle that monster.{nl}What do you think?
QUEST_LV_0100_20150317_000767	They protected their regions, but I guess they came down because of those demons.{nl}
QUEST_LV_0100_20150317_000768	They're not listening?{nl}Could the Panto Totems in Valyma Sanctum be causing problems?
QUEST_LV_0100_20150317_000769	I will give you a stronger charm, so use it after destroying the Panto Totem.{nl}Just like you did last time. You got it?
QUEST_LV_0100_20150317_000770	Ah, and if a brainwashed Panto injure an attacking Panto, that Panto will be on our side as well.
QUEST_LV_0100_20150317_000771	As I thought, I still have some materials left. {nl}Thank you though.
QUEST_LV_0100_20150317_000772	Follower Alfonsas
QUEST_LV_0100_20150317_000773	Amazing.{nl}With this, my brothers at the church can fight without any worries.
QUEST_LV_0100_20150317_000774	The Demon Summoning Circles are the biggest problem here.{nl}If we scribble on the circles, do you think the summoning formulas will become tangled?
QUEST_LV_0100_20150317_000775	At the very least, the demons should stop crossing through after those circles are removed.{nl}Though I do hope for a better result.
QUEST_LV_0100_20150317_000776	They're getting swallowed up into them.{nl}Very effective indeed.
QUEST_LV_0100_20150317_000777	Follower Vaidas
QUEST_LV_0100_20150317_000778	It is reassuring to hear that Brother Tomas will be in charge of the altar.{nl}
QUEST_LV_0100_20150317_000779	Brother Vaidutis is waiting on the 1st floor. {nl}Gesti's barrier is blocking the way, but don't worry. It can simply be taken down by{nl}the power of the altar.
QUEST_LV_0100_20150317_000780	Follower Vaidas
QUEST_LV_0100_20150317_000781	I regret that I didn't bring enough Holy Stones.{nl}I should have put them in all my pockets.
QUEST_LV_0100_20150317_000782	The altars in the church are made to stop demons. {nl}Of course, only we, the Paladins, know how to use them.
QUEST_LV_0100_20150317_000783	Is Brother Vaidutis alright?{nl}I would have been in serious trouble if not for your help.
QUEST_LV_0100_20150317_000784	Follower Tomas
QUEST_LV_0100_20150317_000785	The Yognomes are trying to eat the altar.{nl}I want you to defeat them.
QUEST_LV_0100_20150317_000786	If I had any Holy Stones, I would stick them in the Yognomes' mouths.
QUEST_LV_0100_20150317_000787	Follower Tiberius
QUEST_LV_0100_20150317_000788	I am making a Holy Bomb to attack demons with.{nl}I can complete it if I obtain Purified Essence. Can you help me?
QUEST_LV_0100_20150317_000789	Bombs in the church doesn't sound good, but..{nl}I think the goddess will forgive me this time.
QUEST_LV_0100_20150317_000790	I want to test it out on Glizardon.{nl}I'll give you the Holy Bomb. Can you put it onto a Glizardon's back?
QUEST_LV_0100_20150317_000791	If you think it'll be dangerous, I will also give you Romuva Holy Water.{nl}When you drink this water, you will be invisible to the demons for a short time.
QUEST_LV_0100_20150317_000792	Run away after setting the bomb on the back of Glizardon.{nl}Look at its size. It will not be fast.
QUEST_LV_0100_20150317_000793	I only have one empty Holy Stone.{nl}Can you help me to fill this stone, please?
QUEST_LV_0100_20150317_000794	We can sustain for a while if these stones can be filled without our brothers' help.
QUEST_LV_0100_20150317_000795	It is a strategy to attack the boss first when there are multiple enemies.{nl}This time, it will be Glizardon.
QUEST_LV_0100_20150317_000796	I would never have thought that you would defeat them this quickly.{nl}Thank you for your help.
QUEST_LV_0100_20150317_000797	Follower Donatas
QUEST_LV_0100_20150317_000798	Thank you. {nl}This is sufficient to make a transformation scroll.
QUEST_LV_0100_20150317_000799	You can transform into a demon by using this scroll. {nl}Persuade the demons to go to the altar on their own.
QUEST_LV_0100_20150317_000800	I get caught every time, maybe the demons know my scent. {nl}I'm sure it'll be easier for you since you haven't been around for long.
QUEST_LV_0100_20150317_000801	Alright. {nl}I think that should be enough for you to grasp their nature.
QUEST_LV_0100_20150317_000802	The power of the altar makes conversion simple. {nl}First, you activate the power of Globejas Altar. {nl}Then, stay within the influence of the altar and fight the demons.
QUEST_LV_0100_20150317_000803	The demons have stronger minds than you might think. {nl}It will take a lot of effort to make them forget about Gesti.
QUEST_LV_0100_20150317_000804	Don't trust the water's effects too much, or Glizardon may find out about it.
QUEST_LV_0100_20150317_000805	I am thinking about an effective way to defeat the demons.{nl}You came just at the right time.
QUEST_LV_0100_20150317_000806	When you place the Holy Stone, it will absorb the lives of the nearby demons automatically.{nl}Defeat the demons that have already had their life absorbed.
QUEST_LV_0100_20150317_000807	You can obtain Vicious Essences from the demons.{nl}You can purify these essences at the Altar of Purification, which is down from here.
QUEST_LV_0100_20150317_000808	Oh, they will find out if you are not confident enough. {nl}So it's better to fight the demons to gain some self confidence before using the scroll.
QUEST_LV_0100_20150317_000809	Epigraphist Raymond
QUEST_LV_0100_20150317_000810	This isn't the only monument.{nl}There's a fine monument at Irody Square.
QUEST_LV_0100_20150317_000811	I wonder who mourned that traitor? Don't you think there would be a different reason?
QUEST_LV_0100_20150317_000812	Surprisingly, this looks fine.{nl}We should get ready to restore it.
QUEST_LV_0100_20150317_000813	His monument is cased with a terrible magic because he was a traitor.{nl}We should use that magic instead.
QUEST_LV_0100_20150317_000814	If we received support, then we would have hired mercenaries.{nl}Studying about the traitor doesn't mean that we praise the traitor, so I don't understand why{nl}we lost support.
QUEST_LV_0100_20150317_000815	Thanks.{nl}Achat must have been drawn to the magic power cast upon the monument.
QUEST_LV_0100_20150317_000816	It's kind of curious that something that looks like a tree stump would be interested in {nl}stone plates.
QUEST_LV_0100_20150317_000817	I am sorry, but we can't find the one that we needed among the fragments you brought.{nl}I hope it has not already been eaten.
QUEST_LV_0100_20150317_000818	If we burn the Tree Ambulo, do you think we can find the stone pieces that they swallowed?{nl}I stacked four piles of firewood over there, light them up and push the Tree Ambulo in {nl}when the wood is burning.
QUEST_LV_0100_20150317_000819	Be careful though.{nl}It will be dangerous if a flaming Tree Ambulo runs into the camp.
QUEST_LV_0100_20150317_000820	Treasure Hunter Eden
QUEST_LV_0100_20150317_000821	I am a treasure hunter, not a monster hunter.{nl}I don't want this place to become my grave, having fought monsters.
QUEST_LV_0100_20150317_000822	I've collected all the fragments Raymond requested. {nl}Bring them back to Raymond.
QUEST_LV_0100_20150317_000823	Eden told you to give this to me?{nl}Hmm. It will take some time to restore it.{nl}
QUEST_LV_0100_20150317_000824	Can you take these restored tombstone fragments to my assistant at Irody Square?{nl}I think something good will happen when we finish restoring it.
QUEST_LV_0100_20150317_000825	Epigraphist Schmid
QUEST_LV_0100_20150317_000826	This... Our master did it!{nl}Give it to me, please.
QUEST_LV_0100_20150317_000827	Not yet. A little more.{nl}I think I just need to do a little bit more.
QUEST_LV_0100_20150317_000828	Necromancer Drasius
QUEST_LV_0100_20150317_000829	Please put the sacrifices in the jar at Dumbliu Pond.{nl}The summoned spirit will come to me if you succeed.
QUEST_LV_0100_20150317_000830	It depends on how one uses necromancy.{nl}It could be good or bad depending on what Necromancer has in his mind.
QUEST_LV_0100_20150317_000831	The experiment failed? I am so sorry.{nl}I should research more here to find out what went wrong.
QUEST_LV_0100_20150317_000832	Monument of Lydia Schaffen
QUEST_LV_0100_20150317_000833	My name is Lydia Schaffen.{nl}For the reasons that I have endured this deep burden of sadness, I am now going to tell the truth {nl}about Ruklys on this land.
QUEST_LV_0100_20150317_000834	There is no more charcoal besides what you have, so don't use it too freely.
QUEST_LV_0100_20150317_000835	I didn't know she studied with Ruklys, the traitor.{nl}Shoot. I've almost used up all the charcoal.
QUEST_LV_0100_20150317_000836	Eventually, Ruklys failed.{nl}He was destroyed by those who were jealous of him.{nl}He left to the goddess by my hands.
QUEST_LV_0100_20150317_000837	What was Lydia Schaffen's relationship with Ruklys?{nl}I am not astute enough to understand.
QUEST_LV_0100_20150317_000838	I leave Ruklys on this land with my regrets and tears.{nl}If there's someone who wants to continue his will, I want to leave my secret on this gravestone.{nl}I will summarize the long writings here.
QUEST_LV_0100_20150317_000839	The stage that Ruklys had reached was astonishing.{nl}But, his noble mission was too difficult to be accomplished on this land.
QUEST_LV_0100_20150317_000840	Since I am on a long journey, my luggage is not heavy.{nl}It's better to buy anything from local shops.
QUEST_LV_0100_20150317_000841	Any archer would want to have good arrowheads.{nl}I will show you how to find good arrowheads, so how about you help me some?
QUEST_LV_0100_20150317_000842	They aren't very quick, so this shouldn't be hard for you to do.{nl}I'm sure of it.
QUEST_LV_0100_20150317_000843	Thanks. These are still hot to the touch.{nl}Aren't they nice?
QUEST_LV_0100_20150317_000844	Wandering Spirit
QUEST_LV_0100_20150317_000845	Our platoon received orders to take care of a Unicorn.{nl}The details should be in the Operation Orders...
QUEST_LV_0100_20150317_000846	Operation Order
QUEST_LV_0100_20150317_000847	How to lure a Unicorn.{nl}1. Collect Zolem Stones from Zolems{nl}2. Set the stones around Neryshkus Sanctum Ruins.
QUEST_LV_0100_20150317_000848	Guard Leaper
QUEST_LV_0100_20150317_000849	This operation had failed several years ago.{nl}Where did you get this anyway?{nl}
QUEST_LV_0100_20150317_000850	I understand. Please take the Unicorn's Horn to that girl over there.{nl}Her brother went missing after that tragedy.
QUEST_LV_0100_20150317_000851	Girl
QUEST_LV_0100_20150317_000852	I told him not to go...
QUEST_LV_0100_20150317_000853	It was really terrible.{nl}I was lucky since I almost was dispatched.
QUEST_LV_0100_20150317_000854	If you have trouble pulling it over to the burning wood, just kick it in hard.
QUEST_LV_0100_20150317_000855	I need the flame of Infroburk at the Shiluma Altar Site.{nl}Get close to the back of that monster and heat these arrowheads.
QUEST_LV_0100_20150317_000856	I was trying to get something for myself while I had this signed contract with Raymond.{nl}But, now I have nothing besides stone fragments.
QUEST_LV_0100_20150317_000857	It'll be clear to you what's on Ruklys' memorial after you've restored it.
QUEST_LV_0100_20150317_000858	Great. {nl}Please leave activating the altar to me and go meet Vaidas at Himnas Chapel.
QUEST_LV_0100_20150317_000859	Even if a person is in danger, if he knows that someone will come to help him, he will have the {nl}extra energy to endure longer.
QUEST_LV_0100_20150317_000860	Good. This will be enough.
QUEST_LV_0100_20150317_000861	It feels so good to see them flying.{nl}But, they are too noisy so I need to study more.
QUEST_LV_0100_20150317_000862	I have never seen a stone filled with this much holiness.{nl}Thank you very much for giving it so much effort.
QUEST_LV_0100_20150317_000863	The demons' attacks are stronger than we expected.{nl}If we are able to defeat Glizardon, then it will be easier to defeat them.
QUEST_LV_0100_20150317_000864	Follower Vaidutis
QUEST_LV_0100_20150317_000865	I came to say that Gesti went up to the 2nd floor, and I let my guard down. {nl}I would have been in big trouble if not for you.
QUEST_LV_0100_20150317_000866	I studied the barrier at the gate, but the power of the basement altar is insufficient. {nl}Could you supply me with Power Crystals from the Corylus?
QUEST_LV_0100_20150317_000867	Maybe the goddess knew it'd fail and that's why she said to wait for the Revelator. {nl}At least we hurt Gesti some, so that's good.
QUEST_LV_0100_20150317_000868	Well done. {nl} Making the Light Crystal with this will be enough power to break the barrier.
QUEST_LV_0100_20150317_000869	Prepare yourself before bringing the Light Crystal to the gate. {nl}It can attract powerful monsters.
QUEST_LV_0100_20150317_000870	I think I'll stay here to stop the demons from entering the basement.
QUEST_LV_0100_20150317_000871	It is an honor to fight with you, Revelator. {nl} Could you drive the demons from this area while Follower Algis investigates?
QUEST_LV_0100_20150317_000872	If you don't mind, can you get Eyes of Madness from Rodelins?{nl}They are handy when you want to hide yourself from demons.
QUEST_LV_0100_20150317_000873	I don't want those filthy things to be near me either.{nl}But, it's worse to face against those demons alone.
QUEST_LV_0100_20150317_000874	Thanks.{nl}I will share them with the other brothers before the demons find out.
QUEST_LV_0100_20150317_000875	You are indeed the Revelator.{nl}Now, we can concentrate on protecting the altar.
QUEST_LV_0100_20150317_000876	Don't worry, the barrier at the main entrance to the 1st floor can be offset by the church's {nl}power. That's what the altars are for. {nl}
QUEST_LV_0100_20150317_000877	Let's take care of the Unknocker first. {nl}I'll lure the Unknocker, giving you a chance to attack it.
QUEST_LV_0100_20150317_000878	I want to request to you to defeat Pawndel and Pawnd.{nl}They are demon sisters and they give us headaches.
QUEST_LV_0100_20150317_000879	Be careful, I almost got attacked as well.{nl}They are really violent.
QUEST_LV_0100_20150317_000880	Good job. {nl}Their babbling laughter seems to have stopped.
QUEST_LV_0100_20150317_000881	I am thinking of creating confusion by charading as a demon.{nl}Could you gather some cloth from Pawndel and Pawnd after defeating them?
QUEST_LV_0100_20150317_000882	It's a bit blasphemous, but we don't have much choice.
QUEST_LV_0100_20150317_000883	Well done. {nl}It will probably be difficult for them to trust each other from now on. {nl}
QUEST_LV_0100_20150317_000884	I'm thinking of converting the demons using the power of the altar. {nl}The converted demons will absorb the divine power and slowly start to die. {nl}
QUEST_LV_0100_20150317_000885	But before that, it's important for us to understand the demons. {nl}Collect some demon souls for me.
QUEST_LV_0100_20150317_000886	I remember the first time I converted the demons. {nl}I pray for their poor souls.
QUEST_LV_0100_20150317_000887	Good job. {nl}If there are any good demons left, the goddess will look after them.
QUEST_LV_0100_20150317_000888	The Central Altar that suppresses the power of the demons suddenly stopped. {nl}Could you take a look at what's going on?
